respondent_c,a2,a3a,a3b,a3c,a3d,a3e,a3f,a3g,a3h,a3i,a3j,a3k,a3l,a4a,a4g,a4h,a4c,a4d,a4e,a4f,a4i,a5,b1,b3,b6a,b6b,b6c,b6d,b6e,b6f,b6g,b7a,b7b,b7c,b7d,b7e,b7f,b8a
cufg0642,10,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,8,4,1,6,2,5,1,7,5,99,6,99,99,99,2,#NULL!
cwch0648,15,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,4,5,5,5,5,5,5,5,5,5,2,1,99,99,2
ckoh0651,10,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,9,2,1,4,1,5,1,2,5,1,1,4,4,1,1,#NULL!
cgsh0652,11,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,8,2,1,2,2,2,1,2,2,1,2,2,1,1,1,#NULL!
cqhi0656,14,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,13,2,1,2,2,6,1,2,2,2,1,2,1,1,1,#NULL!
cipi0658,15,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,9,4,7,7,2,2,2,2,2,2,7,4,4,2,1,#NULL!
ceti0659,17,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,14,2,2,3,1,2,5,5,2,5,5,3,2,2,2,2
caxi0660,17,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,11,3,6,7,2,2,2,2,6,1,6,3,3,3,1,#NULL!
cwaj0661,10,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,6,2,6,6,1,5,2,6,6,1,6,5,4,2,2,#NULL!
coij0663,11,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,12,3,4,6,2,3,4,3,2,2,5,1,1,1,1,#NULL!
cgqj0665,14,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,11,3,1,6,2,1,2,2,6,2,2,1,1,1,1,#NULL!
cqfk0669,17,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,15,2,2,5,2,1,1,1,4,1,5,4,1,1,1,#NULL!
cink0671,11,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,7,3,5,2,2,1,2,6,4,99,5,4,2,5,4,#NULL!
cavk0673,11,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,10,2,1,1,1,2,1,2,2,1,1,1,1,1,1,#NULL!
cwyk0674,14,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4,10,2,5,5,5,5,2,5,5,5,5,2,5,5,2,3
ccsl0679,16,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,12,2,5,5,5,2,1,4,6,1,2,5,5,6,1,#NULL!
cuzl0681,11,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,7,2,1,5,1,5,1,1,5,1,5,1,1,4,1,#NULL!
cqdm0682,11,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,10,3,6,6,2,1,1,1,6,6,6,7,1,1,1,2
cilm0684,15,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,10,2,7,7,99,2,2,6,6,99,99,2,2,7,2,#NULL!
catm0686,14,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,4,8,4,2,7,7,7,2,7,2,2,7,2,2,5,2,#NULL!
csan0688,15,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,10,2,2,2,2,2,99,99,99,99,99,2,99,6,99,#NULL!
cgmn0691,10,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,6,3,4,1,1,7,1,1,6,1,1,5,1,1,1,#NULL!
ccqn0692,11,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,11,3,2,5,1,4,5,5,5,5,5,5,1,5,5,1
cqbo0695,12,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,12,2,2,2,2,2,2,4,4,2,2,2,2,2,4,#NULL!
cmfo0696,12,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,11,2,5,5,3,2,2,3,6,2,2,5,3,4,2,#NULL!
ceno0698,13,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,10,3,2,2,2,2,2,2,2,2,2,2,2,2,2,#NULL!
cdea0701,10,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,8,3,1,5,1,1,1,1,4,1,4,5,5,4,1,#NULL!
crpa0704,9,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,7,3,1,5,1,99,99,99,5,1,1,5,1,4,1,#NULL!
cjxa0706,12,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,12,2,4,2,4,5,6,2,5,2,5,2,1,5,6,#NULL!
cpqb0711,10,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,7,1,1,1,1,3,1,1,1,1,1,1,1,1,1,#NULL!
cdcc0714,13,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,8,2,1,2,1,3,1,1,2,1,2,1,1,1,1,#NULL!
crnc0717,15,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,13,2,2,2,7,6,2,7,7,7,7,3,2,1,1,2
cnrc0718,17,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,12,2,2,2,2,2,1,4,1,5,4,2,2,1,1,1
cbdd0721,10,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,9,2,1,4,2,1,1,1,4,1,1,2,1,4,1,#NULL!
cxgd0722,10,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,8,2,1,4,2,1,1,1,4,1,2,2,2,1,1,#NULL!
clsd0725,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,7,4,1,5,1,1,1,1,5,1,5,5,1,1,1,#NULL!
chwd0726,13,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,10,2,7,7,99,1,2,99,7,1,99,4,1,2,1,#NULL!
czde0728,16,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,11,3,2,5,2,2,2,6,1,7,2,6,4,5,1,2
cvhe0729,15,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,10,3,1,4,1,1,1,1,5,1,1,5,1,1,1,#NULL!
cnpe0731,9,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,7,2,1,1,1,4,1,1,4,1,1,1,1,1,1,2
cxef0735,10,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,8,1,8,1,1,1,1,1,2,2,4,5,5,4,4,#NULL!
cxef0735,10,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,8,1,8,1,1,1,1,1,2,2,4,5,5,4,4,#NULL!
cnpe0731,12,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,7,4,2,7,7,7,2,2,7,7,5,5,5,5,5,2
cfxe0733,11,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,6,2,1,2,2,2,2,3,2,2,1,2,4,2,3,1
chuf0739,17,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,10,3,5,5,2,2,1,6,1,1,6,1,2,2,2,#NULL!
czbg0741,9,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,3,8,3,3,1,1,1,1,1,4,1,3,4,2,3,1,#NULL!
cvfg0742,10,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,9,2,1,3,1,1,1,1,1,1,3,1,1,1,1,#NULL!
cjrg0745,14,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,10,2,1,5,1,1,1,1,5,1,1,2,1,1,1,#NULL!
cfvg0746,14,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,12,1,3,4,1,1,1,1,1,5,4,1,1,1,1,1
cxch0748,14,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,10,2,1,2,2,2,1,2,2,2,2,2,1,1,1,#NULL!
ctgh0749,17,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,10,1,2,5,2,1,1,1,4,1,5,5,1,1,1,#NULL!
cloh0751,9,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,7,3,2,1,1,1,1,1,5,1,1,2,2,1,1,#NULL!
cvdi0755,12,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,9,3,1,4,4,4,4,4,2,4,4,1,1,2,5,2
crhi0756,14,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,10,3,1,5,4,1,1,1,4,1,1,4,1,1,1,#NULL!
cjpi0758,15,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,9,3,6,5,5,1,2,2,4,2,4,5,5,5,1,#NULL!
cxaj0761,10,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,9,2,2,2,1,2,1,1,2,1,2,1,2,2,1,#NULL!
clmj0764,12,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,8,2,2,2,1,1,2,1,2,2,2,2,1,2,1,#NULL!
chqj0765,14,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,10,3,8,8,5,5,5,5,1,1,6,6,5,5,1,#NULL!
cvbk0768,16,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,9,3,2,2,2,2,1,7,1,2,6,2,2,2,4,#NULL!
cjnk0771,9,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,7,1,1,1,1,4,1,1,4,1,1,1,1,1,1,#NULL!
cfrk0772,11,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,9,3,5,5,2,2,1,2,4,6,2,3,1,1,1,1
ctcl0775,12,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,10,2,1,1,1,4,1,3,4,1,4,1,1,1,1,#NULL!
cpgl0776,14,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,4,9,4,1,5,2,2,1,2,1,2,5,2,2,2,1,#NULL!
chol0778,15,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,11,2,4,4,2,2,1,4,2,2,5,2,1,2,2,#NULL!
cdsl0779,17,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7,8,3,6,7,7,6,6,7,1,6,7,4,5,4,3,2
cvzl0781,10,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,10,2,1,4,1,1,1,1,4,1,4,2,1,1,1,#NULL!
crdm0782,11,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,9,2,1,4,1,1,1,1,2,1,1,4,1,1,1,#NULL!
cjlm0784,12,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,9,1,1,3,1,4,1,1,4,1,1,1,1,1,1,#NULL!
cfpm0785,14,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,10,4,5,5,1,1,1,1,1,1,4,5,1,1,1,#NULL!
ctan0788,16,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,12,2,5,6,5,2,2,2,2,5,6,2,2,2,2,1
chmn0791,9,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,8,2,1,3,1,1,1,1,1,1,1,1,1,1,1,#NULL!
cdqn0792,11,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,10,2,1,4,1,1,1,1,1,1,4,1,1,1,1,#NULL!
crbo0795,12,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,10,2,2,2,2,3,1,1,3,2,2,3,1,1,1,#NULL!
cfno0798,15,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,13,3,5,5,1,4,1,2,5,2,5,1,1,1,1,#NULL!
cbro0799,16,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,10,3,5,5,5,5,4,5,5,5,5,5,5,5,5,1
cimn0891,9,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,9,4,1,2,2,1,1,1,1,1,2,1,1,1,1,#NULL!
csbo0895,14,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4,14,2,2,2,2,2,1,2,2,8,2,2,1,1,1,#NULL!
ckjo0897,15,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,10,3,6,5,5,6,5,6,3,4,7,2,2,5,1,2
cgno0898,17,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,14,3,4,5,7,2,2,7,2,2,5,2,2,2,1,#NULL!
cfea0901,10,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,10,2,1,2,2,1,2,2,1,1,2,1,1,2,99,#NULL!
cpta0905,13,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,11,4,3,3,2,2,6,7,2,99,7,4,4,7,1,#NULL!
chbb0907,14,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,2,2,2,3,2,1,3,3,2,2,2,3,2,1,#NULL!
crqb0911,10,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,9,2,8,2,1,1,1,1,1,1,2,1,1,1,1,#NULL!
cnub0912,10,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,3,1,3,3,1,2,1,1,2,2,1,1,1,1,#NULL!
cbgc0915,13,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,11,3,4,4,4,4,2,3,4,3,4,3,3,3,2,2
cxjc0916,15,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,13,2,2,5,2,2,2,7,1,99,2,1,1,1,99,#NULL!
ctnc0917,11,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,#NULL!
cprc0918,15,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,#NULL!
chzc0920,16,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,13,3,2,2,2,2,2,2,2,2,2,2,3,2,1,#NULL!
cddd0921,9,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,9,3,2,3,4,4,6,4,2,3,6,2,3,3,2,1
czgd0922,11,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,11,3,2,2,2,2,1,2,1,1,2,2,2,4,1,#NULL!
crod0924,11,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3,11,3,4,4,4,4,2,4,4,2,2,2,1,4,2,#NULL!
cnsd0925,14,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4,12,2,2,6,2,2,2,2,1,1,7,4,4,4,1,#NULL!
cbee0928,15,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,4,10,2,4,2,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
cxhe0929,17,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,15,2,2,2,1,1,1,2,1,5,1,1,1,4,1,2
cppe0931,11,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,9,3,1,4,1,1,4,1,1,1,1,4,1,1,1,#NULL!
cdbf0934,13,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,#NULL!
czef0935,13,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,99,99,99,99,2,99,99,99,99,1,99,99,99,2,99,#NULL!
cvif0936,13,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,#NULL!
cnqf0938,15,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,12,2,1,2,2,2,1,2,1,1,2,2,1,2,1,#NULL!
cjuf0939,17,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,14,2,2,2,2,1,2,2,1,1,2,1,2,1,1,#NULL!
cbcg0941,10,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,6,2,3,3,2,2,1,1,1,4,2,1,1,2,1,1
cxfg0942,9,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,8,4,1,7,2,1,1,1,1,7,2,1,1,1,1,1
cpng0944,12,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,10,2,4,2,2,2,2,6,1,2,4,2,2,2,1,#NULL!
czch0948,17,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,5,13,2,2,2,2,2,2,4,2,5,6,2,1,1,1,1
cnoh0951,10,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,10,2,2,4,1,4,1,1,1,1,4,4,2,1,2,#NULL!
cbai0954,12,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,11,2,2,4,2,1,2,1,1,1,2,1,1,1,1,#NULL!
cpli0957,15,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,13,3,4,4,5,5,5,5,1,5,4,1,1,5,1,2
clpi0958,17,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,17,3,4,2,4,4,2,6,5,1,5,3,2,2,1,#NULL!
czaj0961,11,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,10,2,1,1,4,4,1,1,1,1,1,4,4,1,1,#NULL!
cnmj0964,13,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,9,3,2,6,3,2,1,4,1,1,4,2,1,4,1,#NULL!
cbyj0967,16,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,12,3,1,1,7,7,2,2,4,1,2,1,1,1,1,#NULL!
clnk0971,9,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,9,2,1,1,1,1,1,1,1,1,1,1,1,2,2,#NULL!
chrk0972,11,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,9,2,1,1,1,1,1,1,1,1,4,1,1,1,1,#NULL!
cvcl0975,13,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,10,2,99,99,99,99,99,99,99,99,99,99,99,99,99,#NULL!
crgl0976,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,8,2,2,2,1,2,1,2,1,2,5,2,1,1,1,#NULL!
cjol0978,15,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5,10,2,5,5,2,2,2,2,1,2,6,2,6,2,1,#NULL!
cfsl0979,17,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,5,12,3,5,6,4,4,2,4,2,6,5,2,2,2,1,2
cxzl0981,10,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,10,2,1,2,1,1,1,1,1,2,2,1,2,2,1,#NULL!
cphm0983,10,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,7,2,1,2,1,1,2,2,1,2,2,2,1,1,1,#NULL!
cllm0984,12,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,9,2,99,4,2,99,2,99,99,99,2,99,2,3,99,#NULL!
chpm0985,14,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,13,2,2,5,5,2,2,2,2,2,7,2,2,2,1,#NULL!
cvan0988,15,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,12,2,2,5,2,2,1,5,1,5,5,2,2,1,1,2
cren0989,17,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,11,2,1,2,2,4,2,5,1,6,5,2,2,2,1,2
cxxn0994,11,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,#NULL!
ctbo0995,12,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,4,10,4,1,6,3,1,7,7,1,99,7,3,3,5,1,#NULL!
cdro0999,17,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,10,3,5,5,6,2,7,6,4,7,7,2,6,6,2,2
cupa1004,13,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,13,3,4,4,4,4,4,4,4,1,4,4,4,1,1,#NULL!
cqta1005,12,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,12,1,1,2,2,1,2,2,1,1,1,1,1,1,6,#NULL!
cefb1008,16,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,13,2,1,1,2,2,3,2,2,2,2,1,1,1,2,#NULL!
cajb1009,16,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5,10,3,2,2,2,3,1,2,99,3,99,2,2,2,99,1
csqb1011,9,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,3,7,3,4,4,3,3,99,6,99,99,99,3,99,99,99,#NULL!
coub1012,10,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,9,2,1,2,4,1,1,1,1,7,1,6,1,6,6,1
cgcc1014,13,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,12,2,8,8,8,8,8,8,8,8,6,8,8,6,6,#NULL!
cahd1022,11,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,7,1,2,1,1,1,1,1,1,1,1,1,1,1,99,#NULL!
cosd1025,15,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,2,1,4,1,1,1,3,1,4,4,1,4,4,2,2
ccee1028,15,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,14,3,4,4,4,1,1,1,1,1,4,1,1,1,1,#NULL!
cyhe1029,17,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,15,2,4,6,6,2,2,6,4,4,2,1,5,6,6,1
cqpe1031,11,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3,8,2,1,6,1,2,1,5,1,2,2,6,6,6,6,#NULL!
cixe1033,14,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,4,12,2,1,1,1,1,99,99,99,1,2,1,2,2,2,#NULL!
caff1035,14,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,12,3,4,3,2,1,2,3,2,1,2,2,2,2,2,#NULL!
csmf1037,17,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,14,2,1,2,2,2,1,1,1,6,2,1,1,1,1,2
coqf1038,17,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,16,2,2,2,1,1,1,2,1,2,2,1,1,1,1,#NULL!
ckuf1039,16,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,15,3,6,6,2,6,2,6,2,5,5,2,2,2,2,2
cccg1041,11,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,11,1,1,1,1,1,1,1,4,1,3,1,2,2,2,#NULL!
cyfg1042,12,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,12,2,5,5,7,5,4,7,7,4,2,4,2,4,4,2
cujg1043,14,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,9,4,5,5,5,5,6,7,2,2,5,2,2,5,2,#NULL!
cqng1044,14,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,13,2,2,2,2,3,4,3,1,4,2,1,1,4,1,2
cmrg1045,15,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,0,0,0,0,4,14,3,1,4,4,1,2,4,1,1,4,1,1,99,1,#NULL!
civg1046,15,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,1,2,2,2,2,1,2,2,3,1,2,1,1,1,1,#NULL!
cezg1047,16,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,14,2,2,5,2,1,2,2,1,5,6,1,1,2,1,2
